barra_codigo,barra_nombre,region
LOS_ANDES_____044,BA S/E LOS ANDES (FFCC) 44kV BP1,Valparaíso
LOS_DOMINICOS_013,BA S/E LOS DOMINICOS 12KV BP1,Desconocida
LOS_DOMINICOS_110,BA S/E LOS DOMINICOS 110KV BP1,Desconocida
LOS_HIERROS___006,BA S/E CENTRAL LOS HIERROS 6.6KV,Desconocida
LOS_HIERROS___110,BA S/E LOS HIERROS 110KV [NO_MOSTRAR],Desconocida
LOS_HIERR_2___006,BA S/E CENTRAL LOS HIERROS II 6.6kV,Desconocida
LOS_HIERR_2___110,BA S/E LOS HIERROS II 110KV [No_mostrar],Desconocida
LOS_MAQUIS____013,BA S/E LOS MAQUIS (CGE) 15KV [NO_MOSTRAR],Desconocida
LOS_MAQUIS____066,BA S/E LOS MAQUIS (CGE) 66KV BS1,Desconocida
LOS_NOTROS____220,BA S/E LOS NOTROS 220KV BP1,Desconocida
LOS_PEUMOS____066,BA S/E LOS PEUMOS 66KV BP1,Desconocida
LOS_PEUMOS____220,BA S/E LOS PEUMOS 220KV BP1,Desconocida
LOS_POETAS____066,BA S/E LOS POETAS 66KV BP1,Desconocida
LOS_SAUCES____023,BA S/E LOS SAUCES 23KV PRINCIPAL,Desconocida
LOS_SAUCES____066,BA S/E LOS SAUCES 66KV,Desconocida
LOS_TAMBORES__013,BA S/E LOS TAMBORES 13.2kV BP1,Desconocida
LOS_TAMBORES__066,BA S/E LOS TAMBORES 66KV [NO_MOSTRAR],Desconocida
LOS_VARONES___066,BA S/E LOS VARONES 66 KV BP1,Desconocida
LOS_VARONES___220,BA S/E LOS VARONES 220 KV BP1,Desconocida
LOTA__________013,BA S/E LOTA 13.2KV B1,Desconocida
LOTA__________066,BA S/E LOTA 66KV BP,Desconocida
LO_AGUIRRE____012,BA S/E LO AGUIRRE 12KV BP1,Desconocida
LO_AGUIRRE____110,BA S/E LO AGUIRRE 110KV BP1 [NO_MOSTRAR],Desconocida
LO_AGUIRRE____220,BA S/E SECCIONADORA LO AGUIRRE 230KV BP1,Desconocida
LO_AGUIRRE____500,BA S/E SECCIONADORA LO AGUIRRE 525KV BP1,Desconocida
LO_BOZA_______013,BA S/E LO BOZA 12.5KV BP1,Desconocida
LO_BOZA_______023,BA S/E LO BOZA 23KV BP3,Desconocida
LO_BOZA_______110,BA S/E LO BOZA 110KV BP1,Desconocida
LO_ESPEJO_____110,BA S/E LO ESPEJO (FFCC) 110KV,Desconocida
LO_PRADO______012,BA S/E LO PRADO 12KV BP1,Desconocida
LO_PRADO______044,BA S/E LO PRADO 44KV BP1,Desconocida
LO_PRADO______110,BA S/E LO PRADO 110KV BP1 [NO_MOSTRAR],Desconocida
LO_VALLEDOR___013,BA S/E LO VALLEDOR 12KV BP1,Desconocida
LO_VALLEDOR___110,BA S/E LO VALLEDOR 110KV BP1,Desconocida
LSECA_________220,BA S/E LAGUNA SECA 220KV BP,Desconocida
LUCERO________066,BA S/E LUCERO 66kV BP1,Desconocida
M.BLANCOS_____006,BA S/E MANTOS BLANCOS 6.3KV,Desconocida
M.BLANCOS_____023,BA S/E MANTOS BLANCOS 23KV,Desconocida
M.BLANCOS_____220,BA S/E MANTOS BLANCOS 220KV BP1,Desconocida
M.DEVELASCO___013,BA S/E MANSO DE VELASCO 15KV,Desconocida
M.DEVELASCO___066,BA S/E MANSO DE VELASCO 66KV,Desconocida
M.DOLORES_____220,,Desconocida
M.ELENA_______023,BA S/E MARIA ELENA 22KV,Desconocida
M.ELENA_______220,BA S/E MARIA ELENA 220KV BP1,Desconocida
M.MELADO______154,,Desconocida
M.PATRIA______013,BA S/E MONTE PATRIA 13.2KV,Desconocida
M.PATRIA______023,BA S/E MONTE PATRIA 23KV,Desconocida
M.PATRIA______066,BA S/E MONTE PATRIA 66KV,Desconocida
M.V.CEN.______154,BA S/E MINERA VALLE CENTRAL 154KV BP1,Desconocida
MACHALI_______013,BA S/E MACHALI 15KV BP1,Desconocida
MACHALI_______066,BA S/E MACHALI 66KV BP1,Desconocida
MACUL_________013,BA S/E MACUL 12.5KV BP3,Desconocida
MACUL_________020,BA S/E MACUL 20.4KV BP6,Desconocida
MACUL_________110,BA S/E MACUL 110KV BP1,Desconocida
MAESTRANZA____013,,Desconocida
MAESTRANZA____066,BA TAP MAESTRANZA 66KV,Desconocida
MAGNETITA_____110,BA S/E MAGNETITA 110KV BP1,Desconocida
MAHNS_________015,BA S/E MAHNS 15KV BP1,Desconocida
MAHNS_________066,BA S/E MAHNS 66KV BP1,Desconocida
MAIPO_________110,BA S/E MAIPO 110KV [NO_MOSTRAR],Metropolitana
MAIPO_________220,BA S/E MAIPO 220KV [NO_MOSTRAR],Metropolitana
MAIPU_________013,BA S/E MAIPU 12KV BP1,Desconocida
MAIPU_________110,BA S/E MAIPU 110KV BP1,Desconocida
MAITENCILLO___110,BA S/E MAITENCILLO 110KV BP1-1,Desconocida
MAITENCILLO___220,BA S/E MAITENCILLO 220KV BP1-1,Desconocida
MAITENES______020,BA S/E PARQUE EOLICO EL MAITEN 23KV B1,Desconocida
MAITENES______110,BA S/E CENTRAL MAITENES 110KV BP1,Desconocida
MALGARIDA_____220,BA S/E MALGARIDA 220KV BP1,Desconocida
MALLOA________013,BA S/E MALLOA 15KV BP1,Desconocida
MALLOA________066,BA S/E MALLOA 66KV BP1,Desconocida
MALLOA________154,BA S/E MALLOA NUEVA 154KV BP1-1,Desconocida
MALLOCO_______013,BA S/E MALLOCO 12KV BP1,Desconocida
MALLOCO_______110,BA S/E MALLOCO 110KV BP1,Desconocida
MAMPIL________220,BA S/E CENTRAL MAMPIL 220 KV BP1,Desconocida
MANDINGA______013,BA S/E MANDINGA 13.2KV,Desconocida
MANDINGA______066,BA S/E MANDINGA 66KV,Desconocida
MANQUEHUE_____066,,Desconocida
MANTILHUE_____110,BA S/E MANTILHUE 110KV BP1,Desconocida
MAPAL_________154,BA S/E MAPAL 154KV BP [NO_MOSTRAR],Desconocida
MARBELLA______013,BA S/E MARBELLA 13.2KV BP1,Desconocida
MARBELLA______110,BA S/E MARBELLA 110KV BP1,Desconocida
MARCHIHUE_____013,BA S/E MARCHIGÜE 13.2KV BP1,Desconocida
MARCHIHUE_____066,BA S/E MARCHIGÜE 66KV BP1,Desconocida
MARGA_MARGA___013,BA S/E MARGA MARGA 13.2KV BP1,Desconocida
MARGA_MARGA___110,BA S/E MARGA MARGA 110KV BP1-1,Desconocida
MARIQUINA_____023,BA S/E MARIQUINA 23KV,Desconocida
MARIQUINA_____220,,Desconocida
MARISCAL______023,BA S/E MARISCAL 23 kV BP2A,Desconocida
MARISCAL______110,BA S/E MARISCAL 110 kV BP1,Desconocida
MARQUESA______023,BA S/E MARQUESA 23KV,Desconocida
MARQUESA______066,BA S/E MARQUESA 66KV,Desconocida
MASISA________066,BA S/E MASISA 66KV BP1,Desconocida
MATILLA_______220,BA S/E MATILLA 220KV BP1 (GIS),Desconocida
MAULE_________015,BA S/E MAULE 15KV,Maule
MAULE_________066,BA S/E MAULE 66KV BP1,Maule
MAULE_________154,BA S/E MAULE 154KV BP1,Maule
MAULE_________220,,Maule
MAYACA________013,BA S/E MAYACA 13.2kV BT,Desconocida
MAYACA________110,BA S/E MAYACA 110kV BP1,Desconocida
MEDELLIN______023,,Desconocida
MEDELLIN______220,BA S/E CENTRAL TERMOPACIFICO 220KV BP1,Desconocida
MEJILLONES____013,BA S/E MEJILLONES 13.8KV,Antofagasta
MEJILLONES____023,BA S/E MEJILLONES 23KV [NO_MOSTRAR],Antofagasta
MEJILLONES____110,BA S/E MEJILLONES 110KV BP,Antofagasta
MEJILLONES____220,BA S/E MEJILLONES 220KV BP,Antofagasta
MELIPEUCO_____023,BA S/E MELIPEUCO 23KV,Desconocida
MELIPEUCO_____110,,Desconocida
MELIPILLA_____013,BA S/E BAJO MELIPILLA 13.2KV BP1,Desconocida
MELIPILLA_____066,BA S/E BAJO MELIPILLA 66KV,Desconocida
MELIPILLA_____110,BA S/E BAJO MELIPILLA 110KV BP1,Desconocida
MELIPULLI_____023,BA S/E MELIPULLI 23KV,Desconocida
MELIPULLI_____066,BA S/E MELIPULLI 66KV,Desconocida
MELIPULLI_____110,BA S/E MELIPULLI 110KV BP1,Desconocida
MELIPULLI_____220,BA S/E MELIPULLI 220KV B1 [No_Mostrar],Desconocida
METRENCO______066,BA S/E METRENCO (FFCC) 66KV,Desconocida
METRO_________020,BA S/E METRO 20KV A1 [NO_MOSTRAR],Desconocida
METRO_________110,BA S/E METRO BARRA 110KV BP1,Desconocida
MINERO________110,BA S/E MINERO 115KV BP1,Desconocida
MINERO________220,BA S/E MINERO 220KV BP1,Desconocida
MININCO_______220,,Desconocida
MINSAL________110,BA S/E MINSAL 110KV BP1,Desconocida
MIRAFLORES2___013,BA S/E MIRAFLORES 12KV BP2,Desconocida
MIRAFLORES____013,BA S/E MIRAFLORES 12KV BP1,Desconocida
MIRAFLORES____110,BA S/E MIRAFLORES 110KV BP1,Desconocida
MIRAJE________220,NODO MIRAJE 220KV-CONEXION MIRAJE-ENCUENTRO. CIRCUITO N1 [NO_MOSTRAR],Desconocida
MMH___________220,BA S/E MMH 220KV BP1,Desconocida
MOCHO_________023,BA S/E CENTRAL MOCHO 23KV BP1,Desconocida
MOCHO_________110,,Desconocida
MOLINA________013,BA S/E MOLINA 15KV BT1,Desconocida
MOLINA________066,BA S/E MOLINA 66KV BP1,Desconocida
MOLINOS_______110,BA S/E LOS MOLINOS 110KV BP1,Desconocida
MOLLES________066,BA S/E LOS MOLLES 66KV SECCION 1,Desconocida
MOLYCOP_______220,BA S/E MOLYCOP 220KV [NO_MOSTRAR],Desconocida
MONTENEGRO____013,"BA S/E MONTENEGRO 13,2KV BP1",Desconocida
MONTENEGRO____066,BA S/E MONTENEGRO 66KV BP1,Desconocida
MONTENEGRO____154,BA S/E MONTENEGRO 154KV BP1,Desconocida
MONTERRICO____013,"BA S/E MONTERRICO 13,8kV BP1 [EN_REVISION]",Desconocida
MONTERRICO____066,BA S/E MONTERRICO 66KV BP1,Desconocida
MONTERRICO____154,BA S/E MONTERRICO 154kV BA,Desconocida
MONTE_MINA1___220,BA S/E MONTE MINA 220kV BP1,Desconocida
MONTE_MINA2___220,BA S/E MONTE MINA 220kV BP2,Desconocida
MULCHEN_______220,BA S/E MULCHEN 220KV BP1-1,Desconocida
N.CARDONES____220,BA S/E NUEVA CARDONES 220KV BP1,Atacama
N.CARDONES____500,BA S/E NUEVA CARDONES 500KV BP1,Atacama
N.MAITENCILLO_220,BA S/E NUEVA MAITENCILLO 220KV BP1,Desconocida
N.MAITENCILLO_500,BA S/E NUEVA MAITENCILLO 500KV BP1,Desconocida
N.P.AZUCAR____220,BA S/E NUEVA PAN DE AZUCAR 220KV BPA,Coquimbo
N.P.AZUCAR____500,BA S/E NUEVA PAN DE AZUCAR 500KV BPA,Coquimbo
N.PICHIRROPUL_066,,Desconocida
N.PICHIRROPUL_220,BA S/E NUEVA PICHIRROPULLI 220KV BP1,Desconocida
N.POZOALMONTE_220,BA S/E POZO ALMONTE 220KV BT1,Tarapacá
N.VICTORIA____220,,Desconocida
N.ZALDIVAR____220,BA S/E NUEVA ZALDIVAR 220KV BP1,Desconocida
NACIMIENTO____220,,Desconocida
NAHUELBUTA____013,BA S/E NAHUELBUTA 13.2KV BP1,Desconocida
NAHUELBUTA____023,BA S/E NAHUELBUTA 23KV BP1,Desconocida
NAHUELBUTA____066,BA S/E NAHUELBUTA 66KV BP1,Desconocida
NALCAS________023,BA S/E CENTRAL NALCAS 23kV BP1,Desconocida
NANCAGUA______013,BA S/E NANCAGUA 13.2KV BP1,Desconocida
NANCAGUA______066,BA S/E NANCAGUA 66KV BP1,Desconocida
NECSA_________066,,Desconocida
NEGRA_________023,BA S/E TAP OFF LA NEGRA 23KV BP1,Desconocida
NEGRA_________110,BA S/E TAP OFF LA NEGRA 110KV BP1,Desconocida
NEGRETE_______023,BA S/E NEGRETE 23KV B1,Desconocida
NEGRETE_______066,BA S/E NEGRETE 66KV B1 [NO_MOSTRAR],Desconocida
NEPTUNO_______220,,Desconocida
NIQUEN________066,BA S/E NIQUEN (FFCC) 66KV,Desconocida
NIRIVILO______023,BA S/E NIRIVILO 23KV B1,Desconocida
NIRIVILO______066,BA S/E NIRIVILO 66KV,Desconocida
NOGALES_______220,BA S/E NOGALES 220KV BP1,Desconocida
NORGENER______220,BA S/E NORGENER 220KV BP1,Desconocida
NPANQUEHUE____013,BA S/E NUEVA PANQUEHUE 12kV BP1,Desconocida
NPANQUEHUE____110,BA S/E NUEVA PANQUEHUE 110kV BP1,Desconocida
NUEVAVENTANAS_220,BA S/E NUEVA VENTANAS 220KV BP1,Desconocida
NUEVA_CHUQUI__220,BA S/E NUEVA CHUQUICAMATA 220KV BP1,Desconocida
NUEVA_GUINDO__066,,Desconocida
NUEVA_GUINDO__220,,Desconocida
NVALAMPA______220,BA S/E NUEVA LAMPA 220KV BP1,Desconocida
NVA_ALDEA3____015,BA S/E NUEVA ALDEA 15KV,Desconocida
NVA_ANCUD_____220,BA S/E NUEVA ANCUD 220KV B1,Desconocida
NVA_P.MONTT___220,,Desconocida
OASIS_________220,,Desconocida
OCHAGAVIA_____012,BA S/E OCHAGAVIA 12KV BP1,Desconocida
OCHAGAVIA_____110,BA S/E OCHAGAVIA 110KV BP1,Desconocida
OESTE_________110,BA S/E TAP OFF OESTE 110KV [NO_MOSTRAR],Desconocida
OESTE_________220,BA S/E TAP OFF OESTE 220KV BP1,Desconocida
OGP1__________220,BA S/E OGP1 220KV BP1,Desconocida
OHIGGINS______220,BA S/E O'HIGGINS 220KV BP1,O'Higgins
OSORNO________013,BA S/E OSORNO 13.8KV [NO_MOSTRAR],Los Lagos
OSORNO________066,BA S/E OSORNO 66KV BP1,Los Lagos
OVALLE________013,BA S/E OVALLE 13KV [No_Mostrar],Coquimbo
OVALLE________023,BA S/E OVALLE 23KV BP1,Coquimbo
OVALLE________066,BA S/E OVALLE 66KV,Coquimbo
OVALLE________110,BA S/E OVALLE 220KV BP1 [NO_MOSTRAR],Coquimbo
OXIDOS________110,BA S/E PLANTA OXIDO 33KV,Desconocida
OXY___________154,BA S/E OXY 154KV BP1,Desconocida
P.ALMONTE1____013,,Desconocida
P.ALMONTE2____013,BA S/E POZO ALMONTE 13.8KV-AUTOTRAFO Nº2,Tarapacá
P.ALMONTE_____023,BA S/E POZO ALMONTE 23KV,Tarapacá
P.ALMONTE_____066,BA S/E POZO ALMONTE 66KV,Tarapacá
P.ALMONTE_____110,BA S/E POZO ALMONTE 110KV BP1,Tarapacá
P.ALMONTE_____220,BA S/E POZO ALMONTE 220KV BP1,Tarapacá
P.ALTO________013,BA S/E PUENTE ALTO (TEC) 12KV B1,Desconocida
P.ALTO________110,BA S/E PUENTE ALTO 110KV BP1,Desconocida
P.ANCHA_______013,BA S/E PLAYA ANCHA 12kV BP1,Desconocida
P.ANCHA_______110,BA S/E PLAYA ANCHA 110kV BP1,Desconocida
P.AZUCAR______013,BA S/E PAN DE AZUCAR 13.2KV BP1,Coquimbo
P.AZUCAR______066,BA S/E PAN DE AZUCAR 66KV PRINCIPAL,Coquimbo
P.AZUCAR______110,BA S/E PAN DE AZUCAR 110KV BP1,Coquimbo
P.AZUCAR______220,BA S/E PAN DE AZUCAR 220KV BP1,Coquimbo
P.BARRANCO____220,,Desconocida
P.COLORADA____220,BA S/E PUNTA COLORADA 220KV BP1,Desconocida
P.CORTES1_____154,BA S/E PUNTA DE CORTES 154KV BP2 [NO_MOSTRAR],Desconocida
P.CORTES2_____154,BA S/E PUNTA DE CORTES 154KV BP1 [NO_MOSTRAR],Desconocida
P.CORTES______015,BA S/E PUNTA DE CORTES 15KV BP1,Desconocida
P.CORTES______066,BA S/E PUNTA DE CORTES 66KV BP1-1,Desconocida
P.HURTADO_____023,BA S/E PADRE HURTADO 23KV B1,Desconocida
P.HURTADO_____110,,Desconocida
P.MONTT_______023,BA S/E PUERTO MONTT (STS) 23KV BP1,Los Lagos
P.MONTT_______066,,Desconocida
P.MONTT_______220,BA S/E PUERTO MONTT 220KV BP2,Los Lagos
P.VARAS_______013,BA S/E PUERTO VARAS 13.8KV,Desconocida
P.VARAS_______023,BA S/E PUERTO VARAS 23KV,Desconocida
P.VARAS_______066,BA S/E PUERTO VARAS 66KV,Desconocida
PACHACAMA1____110,BA S/E TAP OFF PACHACAMA (CTNG) [No_Mostrar],Desconocida
PACHACAMA_____044,,Desconocida
PACIFICO______013,BA S/E CELULOSA PACIFICO 13.2KV B1,Desconocida
PACIFICO______110,BA S/E PACIFICO 110KV,Desconocida
PAILLACO______013,BA S/E PAILLACO 13.8KV,Desconocida
PAILLACO______066,BA S/E PAILLACO 66KV,Desconocida
PAINE_________066,BA S/E PAINE 66KV BP1,Desconocida
PAINE_________154,BA S/E PAINE 154KV BP1,Desconocida
PAJARITOS_____013,BA S/E PAJARITOS 12KV BP1,Desconocida
PAJARITOS_____023,BA S/E PAJARITOS 23KV BP3,Desconocida
PAJARITOS_____110,BA S/E PAJARITOS 110KV BP1,Desconocida
PAJONALES_____023,BA S/E CENTRAL PAJONALES B11 23KV,Desconocida
PAJONALES_____220,,Desconocida
PAJONAL_______023,BA S/E CENTRAL PAJONALES 23KV BP1,Desconocida
PAJONAL_______110,,Desconocida
PALAFITOS_____013,BA S/E PALAFITOS 13.8KV BP1,Desconocida
PALAFITOS_____110,BA S/E PALAFITOS 110KV,Desconocida
PALESTINA_____066,,Desconocida
PALESTINA_____220,,Desconocida
PALLATA_______220,BA S/E PALLATA 220KV BP1 [No_Mostrar],Desconocida
PALMAR________110,BA S/E PALMAR 110KV BP1,Desconocida
PALMUCHO______013,,Desconocida
PALMUCHO______066,,Desconocida
PALPANA_______220,BA S/E PALPANA 220 KV BP1,Desconocida
PALTO_________006,,Desconocida
PALTO_________044,,Desconocida
PALTO_________110,BA S/E PUENTE ALTO (CMPC) 110KV BP1,Desconocida
PANAMERICANA__012,BA S/E PANAMERICANA 12KV BP1,Desconocida
PANGUE________013,BA S/E CENTRAL PANGUE 13.8KV,Desconocida
PANGUE________066,BA S/E CENTRAL PANGUE 66KV,Desconocida
PANGUE________220,BA S/E CENTRAL PANGUE 220KV [NO_MOSTRAR],Desconocida
PANGUILEMO____013,BA S/E PANGUILEMO 15KV,Desconocida
PANGUILEMO____066,BA S/E PANGUILEMO 66KV,Desconocida
PANGUIPULLI___023,BA S/E PANGUIPULLI 23KV,Los Ríos
PANGUIPULLI___066,BA S/E PANGUIPULLI 66KV,Los Ríos
PANIAHUE______013,BA S/E PANIAHUE 13.2KV BP1,Desconocida
PANIAHUE______066,BA S/E PANIAHUE 66KV BP1,Desconocida
PANIMAVIDA____013,BA S/E PANIMAVIDA 13.2kV BP1,Desconocida
PANIMAVIDA____066,BA S/E PANIMAVIDA 66kV BP1,Desconocida
PANQUEHUE_____013,BA S/E PANQUEHUE 12kV BP1,Desconocida
PANQUEHUE_____044,BA S/E PANQUEHUE 44kV BP1,Desconocida
PAPOSO________066,,Desconocida
PAPOSO________220,BA S/E PAPOSO 220KV BP1,Desconocida
PARAUCO_______066,BA S/E PLANTA ARAUCO 66KV,Desconocida
PARAUCO_______220,,Desconocida
PARGUA________023,BA S/E PARGUA 23KV BP1,Desconocida
PARGUA________110,BA S/E PARGUA 110KV BP1,Desconocida
PARGUA________220,BA S/E PARGUA 220KV BP1,Desconocida
PARINACOTA____066,BA S/E PARINACOTA 66kV BP1,Arica y Parinacota
PARINACOTA____220,BA S/E PARINACOTA 220kV BP1,Arica y Parinacota
PARRAL________013,BA S/E PARRAL 13.8KV BP1,Desconocida
PARRAL________066,BA S/E PARRAL 66KV BP1,Desconocida
PARRAL________154,BA S/E PARRAL 154KV BP1,Desconocida
PARRONAL______013,BA S/E PARRONAL 13.2KV,Desconocida
PARRONAL______066,BA S/E PARRONAL 66 kV BP1 [NO_MOSTRAR],Desconocida
PASO_HONDO____013,BA S/E PASO HONDO 13.2kV BP1,Desconocida
PASO_HONDO____066,BA S/E PASO HONDO 66kV BP1,Desconocida
PEHUENCHE_____220,BA S/E CENTRAL PEHUENCHE 220KV BP1,Desconocida
PELEQUEN______013,BA S/E PELEQUEN 15KV,Desconocida
PELEQUEN______066,BA S/E PELEQUEN 66KV,Desconocida
PENABLANCA____013,BA S/E PEÑABLANCA 12kV BP2,Desconocida
PENABLANCA____110,BA S/E PEÑABLANCA 110kV BP1,Desconocida
PENCO_________013,BA S/E PENCO 15KV BP1,Desconocida
PENCO_________066,BA S/E PENCO 66KV BP1,Desconocida
PEOLMOS_______033,BA S/E LOS OLMOS 33KV B1,Desconocida
PEOLMOS_______220,BA S/E LOS OLMOS 220KV BP1,Desconocida
PEQ___________023,BA S/E PEQ 23KV,Desconocida
PEQ___________220,BA S/E PEQ 220KV,Desconocida
PERALES_______015,BA S/E PERALES 15KV C1,Desconocida
PERALES_______066,BA S/E PERALES 66KV B1,Desconocida
PETALTAL______033,,Desconocida
PETALTAL______220,,Desconocida
PETRODOW______154,BA S/E PETRODOW 154KV [NO_MOSTRAR],Desconocida
PETROPOWER____066,BA S/E PETROQUIN 66KV,Desconocida
PEUCHEN_______013,BA S/E CENTRAL PEUCHEN 13.8KV B1 [No_Mostrar],Desconocida
PEUCHEN_______220,BA S/E CENTRAL PEUCHEN 220KV BP1,Desconocida
PE_L_B.AIRES__066,BA S/E PARQUE EOLICO LOS BUENOS AIRES 66KV,Desconocida
PE_RENAICO____220,BA S/E PARQUE EOLICO RENAICO 220KV BP1,Desconocida
PICARTE_______013,,Desconocida
PICARTE_______066,BA S/E PICARTE 66KV,Desconocida
PICHIL________023,BA S/E PICHIL BPR1 23KV,Desconocida
PICHIL________066,BA S/E PICHIL 66KV,Desconocida
PICHIRRAHUE___220,,Desconocida
PICHIRROPULLI_013,BA S/E PICHIRROPULLI 13.8KV,Desconocida
PICHIRROPULLI_066,BA S/E PICHIRROPULLI 66KV,Desconocida
PICOLTUE______023,BA S/E PICOLTUE 23KV BP1,Desconocida
PICOLTUE______220,BA S/E PICOLTUE 220KV [NO_MOSTRAR],Desconocida
PIDPID________013,,Desconocida
PIDPID________110,BA S/E PID PID 110KV BP1,Desconocida
PIDUCO________013,BA S/E PILLANLELBUN 23KV ,Desconocida
PIDUCO________066,BA S/E PIDUCO 66KV,Desconocida
PILAUCO_______066,BA S/E PILAUCO 66KV BP1,Desconocida
PILAUCO_______220,BA S/E PILAUCO 220KV BA1,Desconocida
PILLANLELBUN__013,BA S/E PILLANLELBUN 13.2KV [No_Mostrar],Desconocida
PILLANLELBUN__066,,Desconocida
PILMAIQUEN____013,BA S/E CENTRAL PILMAIQUEN 13.2KV,Desconocida
PILMAIQUEN____066,BA S/E CENTRAL PILMAIQUEN 66KV B1,Desconocida
PINATAS_______013,BA S/E LAS PIÑATAS 12kV BP1,Desconocida
PINATAS_______066,BA S/E LAS PIÑATAS 66kV BP1,Desconocida
PIRQUE________013,BA S/E PIRQUE 13.2KV BP1,Desconocida
PIRQUE________110,BA S/E PIRQUE 110KV BP1,Desconocida
PITRUFQUEN____013,BA S/E PITRUFQUEN 13.2KV,Desconocida
PITRUFQUEN____066,BA S/E PITRUFQUEN 66KV [NO_MOSTRAR],Desconocida
PLACERES______013,BA S/E LOS PLACERES 12KV BP1,Desconocida
PLACERES______110,BA S/E LOS PLACERES 110kV BT1,Desconocida
PLACILLA_S____013,BA S/E PLACILLA (CHILQUINTA) 12kV BP2,Desconocida
PLACILLA______013,BA S/E PLACILLA 13.2KV BP1,Desconocida
PLACILLA______066,BA S/E PLACILLA 66KV BP1,Desconocida
PLACILLA______110,BA S/E PLACILLA (CHILQUINTA) 110kV BP1,Desconocida
PLANTAS_______013,BA S/E PLANTAS 13.8KV,Desconocida
PLANTAS_______110,BA S/E PLANTAS 110KV BP1,Desconocida
PLASCASAS_____013,BA S/E PADRE LAS CASAS 15KV,Desconocida
PLASCASAS_____066,BA S/E PADRE LAS CASAS 66KV BT1,Desconocida
POLPAICO______023,BA S/E POLPAICO 23KV BP1,Metropolitana
POLPAICO______220,BA S/E POLPAICO (TRANSELEC) 220KV BP1,Metropolitana
POLPAICO______500,BA S/E POLPAICO (TRANSELEC) 500KV BPA,Metropolitana
PORTEZUELO____023,BA S/E PORTEZUELO 23KV BP1,Desconocida
PORTEZUELO____066,BA S/E PORTEZUELO 66KV BP1,Desconocida
PORTEZUELO____110,BA S/E PORTEZUELO 110KV BP1,Desconocida
POXIDOS_______220,BA S/E PLANTA OXIDOS 220KV BP,Desconocida
PPEUCO_CP_____110,BA S/E PUNTA PEUCO (CEMENTO POLPAICO) 110kV BP2 [En_Revision],Metropolitana
PPEUCO________023,,Desconocida
PPEUCO________110,BA S/E PUNTA PEUCO 110KV BP1,Desconocida
PROCART_______220,BA S/E PROCART 220KV BP1,Desconocida
PSECO_________023,BA S/E PUEBLO SECO 23KV BP1,Desconocida
PTENEGRO2_____220,BA S/E PUENTE NEGRO 220KV BP2,Desconocida
PTENEGRO______220,BA S/E PUENTE NEGRO 220KV BP1,Desconocida
PUCHOCO_______015,BA S/E PUCON 23KV,Desconocida
PUCHOCO_______066,BA S/E PULLINQUE 13.2KV,Desconocida
PUCHUNCAVI2___110,BA S/E PUCHUNCAVI 110 KV BP1-2,Desconocida
PUCON_________013,,Desconocida
PUCON_________066,BA S/E PUCON 66KV,Desconocida
PUDAHUEL______013,BA S/E PUDAHUEL 12KV BP1,Desconocida
PUDAHUEL______110,BA S/E PUDAHUEL 110KV BP1 [NO_MOSTRAR],Desconocida
PUEBLOSECO____023,,Desconocida
PUEBLOSECO____154,BA S/E PUEBLO SECO 154KV BP1,Desconocida
PUERTOPATACHE_220,BA S/E PUERTO PATACHE 220KV B1,Desconocida
PUKARA________013,BA S/E PUKARA 13.8KV BP1,Desconocida
PUKARA________066,BA S/E PUKARA 66KV BP1,Desconocida
PULLINQUE_____023,BA S/E PULLINQUE 23 kV BP2,Desconocida
PULLINQUE_____066,BA S/E PULLINQUE 66KV,Desconocida
PUMAHUE_______013,BA S/E PUMAHUE 15KV,Desconocida
PUMAHUE_______066,BA S/E PUMAHUE 66KV,Desconocida
PUNITAQUI2____013,BA S/E PUNITAQUI 13.2KV BP2,Desconocida
PUNITAQUI_____013,BA S/E PUNITAQUI 13.2KV,Desconocida
PUNITAQUI_____066,BA S/E PUNITAQUI 66KV,Desconocida
PUNITAQUI_____110,BA S/E PUNITAQUI 110KV BP1 [NO_MOSTRAR],Desconocida
PUNTA_SIERRA__220,BA S/E PUNTA SIERRA 220KV BP1,Desconocida
PUNTA_TALCA___220,BA S/E PUNTA DE TALCA 220kV BP [En_Revision],Maule
PUQUILLAY_____013,BA S/E PUQUILLAY 17.5KV BP1,Desconocida
PUQUILLAY_____066,BA S/E PUQUILLAY 66KV BT1,Desconocida
PURI__________220,BA S/E PURI 220KV BP1,Desconocida
PURRANQUE_____013,BA S/E PURRANQUE 13.8KV,Desconocida
PURRANQUE_____066,BA S/E PURRANQUE 66KV,Desconocida
PVHFAMI_______033,,Desconocida
PVLEYDA_______033,,Desconocida
PVLEYDA_______110,,Desconocida
PVSALVADOR____110,BA S/E PV SALVADOR 110KV BP1,Desconocida
PVSOLDESIERTO_033,BA S/E SOL DEL DESIERTO 36KV BP1,Desconocida
PVSOLDESIERTO_220,BA S/E SOL DEL DESIERTO 220KV BP1,Desconocida
PVTAMAR_______033,BA S/E TAMARICO 33kV BP1 [EN_REVISION],Desconocida
PVTAMAR_______220,,Desconocida
PV_CEME1______220,BA S/E CEME 1 220kV BP1,Desconocida
QTILCOCO______013,BA S/E QUINTA DE TILCOCO 15KV,Desconocida
QTILCOCO______066,BA S/E QUINTA DE TILCOCO 66KV,Desconocida
