IdAccident,Diames,Diasemana,Mes,Año,Hora_aprox,Comuna,CUT_REG,CUT_COM,REGION_DPA,COMUNA_DPA,Lat,Lon,gravedad,es_fin_de_semana,franja_horaria,distancia_hospital_km
1629532,6,2,8,2024,16,PUCHUNCAVI,5,5105,VALPARAÍSO,PUCHUNCAVÍ,-32.71457,-71.405589,Leve,0,Tarde,13.77
1629537,7,3,8,2024,16,SAN PEDRO,13,13505,METROPOLITANA DE SANTIAGO,SAN PEDRO,-33.92108,-71.561865,Grave,0,Tarde,26.564
1629542,5,1,8,2024,15,TOME,8,8111,BIOBÍO,TOMÉ,-36.642264,-72.960051,Sin lesionados,0,Tarde,3.255
1629547,11,4,7,2024,14,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.635923,-71.119417,Sin lesionados,0,Tarde,7.921
1629549,6,2,8,2024,12,NINHUE,16,16204,ÑUBLE,NINHUE,-36.361794,-72.511043,Grave,0,Tarde,40.151
1629550,4,7,8,2024,1,CURACAVI,13,13503,METROPOLITANA DE SANTIAGO,CURACAVÍ,-33.458509,-70.958351,Leve,1,Madrugada,17.608
1629551,6,2,8,2024,23,CURACAVI,13,13503,METROPOLITANA DE SANTIAGO,CURACAVÍ,-33.415212,-71.052344,Sin lesionados,0,Noche,8.696
1629553,4,7,8,2024,18,NUEVA IMPERIAL,9,9111,LA ARAUCANÍA,NUEVA IMPERIAL,-38.757812,-73.021656,Grave,1,Noche,5.807
1629554,26,5,7,2024,4,MULCHEN,8,8305,BIOBÍO,MULCHÉN,-37.802984,-72.325819,Leve,0,Madrugada,11.881
1629555,5,1,8,2024,11,NUEVA IMPERIAL,9,9111,LA ARAUCANÍA,NUEVA IMPERIAL,-38.759318,-72.903284,Sin lesionados,0,Mañana,5.231
1629560,2,5,8,2024,3,LLAY LLAY,5,5703,VALPARAÍSO,LLAILLAY,-32.837603,-71.040377,Sin lesionados,0,Madrugada,8.015
1629561,2,5,8,2024,12,LLAY LLAY,5,5703,VALPARAÍSO,LLAILLAY,-32.838313,-71.036205,Sin lesionados,0,Tarde,7.62
1629563,9,5,8,2024,18,LLAY LLAY,5,5703,VALPARAÍSO,LLAILLAY,-32.899423,-70.816275,Sin lesionados,0,Noche,14.392
1629574,10,6,8,2024,8,MALLOA,6,6109,LIBERTADOR GENERAL BERNARDO O'HIGGINS,MALLOA,-34.461735,-70.95148,Leve,1,Mañana,5.179
1629577,31,3,7,2024,22,SAN FERNANDO,6,6301,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,-34.657364,-71.224144,Grave,0,Noche,2.002
1629584,2,5,8,2024,17,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.286048,-71.314264,Leve,0,Tarde,16.106
1629586,6,2,8,2024,18,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-30.002424,-71.378398,Grave,0,Noche,5.506
1629587,11,7,8,2024,8,QUINTA DE TILCOCO,6,6114,LIBERTADOR GENERAL BERNARDO O'HIGGINS,QUINTA DE TILCOCO,-34.372994,-71.021481,Sin lesionados,1,Mañana,8.392
1629589,8,4,8,2024,9,LAMPA,13,13302,METROPOLITANA DE SANTIAGO,LAMPA,-33.287207,-70.765664,Leve,0,Mañana,10.256
1629591,7,3,8,2024,8,ANDACOLLO,4,4103,COQUIMBO,ANDACOLLO,-30.204579,-71.09109,Sin lesionados,0,Mañana,2.611
1629594,3,6,8,2024,17,SAN FERNANDO,6,6301,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,-34.582483,-70.89164,Leve,1,Tarde,9.068
1629597,24,3,7,2024,13,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.35218,-72.569976,Sin lesionados,0,Tarde,5.246
1629598,8,4,8,2024,3,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-30.028681,-71.379396,Leve,0,Madrugada,7.86
1629604,9,5,8,2024,17,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-30.020226,-71.376977,Leve,0,Tarde,6.942
1629608,3,6,8,2024,17,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.437237,-71.493177,Sin lesionados,1,Tarde,6.997
1629620,11,7,8,2024,18,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-29.949742,-71.286777,Sin lesionados,1,Noche,3.286
1629623,30,2,7,2024,18,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.657364,-71.224144,Leve,0,Noche,2.002
1629626,2,5,8,2024,9,SAN FERNANDO,6,6301,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,-34.532585,-70.939973,Sin lesionados,0,Mañana,6.647
1629629,10,6,8,2024,18,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.460725,-71.995625,Grave,1,Noche,4.717
1629630,5,1,8,2024,17,PANGUIPULLI,14,14108,LOS RÍOS,PANGUIPULLI,-39.587762,-72.433465,Leve,0,Tarde,9.748
1629633,10,6,8,2024,19,CHIMBARONGO,6,6303,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHIMBARONGO,-34.817122,-70.960897,Sin lesionados,1,Noche,14.488
1629637,6,2,8,2024,12,PANGUIPULLI,14,14108,LOS RÍOS,PANGUIPULLI,-39.559891,-72.478585,Leve,0,Tarde,14.703
1629653,6,2,8,2024,6,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.501633,-71.525609,Leve,0,Mañana,0.9
1629658,7,3,8,2024,13,LOS VILOS,4,4203,COQUIMBO,LOS VILOS,-32.078303,-71.516798,Leve,0,Tarde,18.096
1629663,10,6,8,2024,20,FREIRE,9,9105,LA ARAUCANÍA,FREIRE,-38.959219,-72.611816,Fatal,1,Noche,4.38
1629665,9,5,8,2024,18,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.514052,-71.304621,Leve,0,Noche,19.449
1629666,10,6,8,2024,0,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.439141,-72.956873,Sin lesionados,1,Madrugada,0.924
1629671,9,5,8,2024,1,VALDIVIA,14,14101,LOS RÍOS,VALDIVIA,-40.075514,-72.878569,Sin lesionados,0,Madrugada,1.126
1629676,8,4,8,2024,7,ANCUD,10,10202,LOS LAGOS,ANCUD,-41.86719,-73.948654,Sin lesionados,0,Mañana,10.358
1629677,10,6,8,2024,23,CALBUCO,10,10102,LOS LAGOS,CALBUCO,-41.697449,-73.192194,Sin lesionados,1,Noche,9.456
1629684,7,3,8,2024,8,TOME,8,8111,BIOBÍO,TOMÉ,-36.561693,-72.944169,Sin lesionados,0,Mañana,5.287
1629694,9,5,8,2024,14,SAN PEDRO DE LA PAZ,8,8108,BIOBÍO,SAN PEDRO DE LA PAZ,-36.88622,-73.060334,Sin lesionados,0,Tarde,5.434
1629704,10,6,8,2024,23,VALDIVIA,14,14101,LOS RÍOS,VALDIVIA,-39.825945,-73.266175,Leve,1,Noche,2.171
1629710,6,2,8,2024,16,PADRE LAS CASAS,9,9112,LA ARAUCANÍA,PADRE LAS CASAS,-38.834539,-72.481022,Sin lesionados,0,Tarde,12.093
1629711,10,6,8,2024,18,VALDIVIA,14,14101,LOS RÍOS,VALDIVIA,-39.859146,-73.340415,Leve,1,Noche,8.053
1629712,5,1,8,2024,15,COYHAIQUE,11,11101,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COIHAIQUE,-45.970387,-71.869976,Sin lesionados,0,Tarde,27.993
1629714,11,7,8,2024,5,PICHIDEGUA,6,6113,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHIDEGUA,-34.349019,-71.316576,Leve,1,Madrugada,3.279
1629718,11,7,8,2024,18,PICHIDEGUA,6,6113,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHIDEGUA,-34.40891,-71.372001,Grave,1,Noche,0.807
1629719,11,7,8,2024,20,PICHIDEGUA,6,6113,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHIDEGUA,-34.321924,-71.370896,Sin lesionados,1,Noche,9.032
1629723,9,5,8,2024,7,NEGRETE,8,8307,BIOBÍO,NEGRETE,-37.668686,-72.589604,Sin lesionados,0,Mañana,7.511
1629724,8,4,8,2024,8,COYHAIQUE,11,11101,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COIHAIQUE,-45.510847,-72.097166,Sin lesionados,0,Mañana,6.229
1629732,9,5,8,2024,23,ARICA,15,15101,ARICA Y PARINACOTA,ARICA,-18.398947,-70.288744,Fatal,0,Noche,4.315
1629740,10,6,8,2024,0,MAULE,7,7105,MAULE,MAULE,-35.465014,-71.650279,Leve,1,Madrugada,4.051
1629741,11,7,8,2024,12,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.428988,-72.121462,Leve,1,Tarde,10.034
1629743,11,7,8,2024,10,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.469279,-72.348765,Leve,1,Mañana,0.78
1629746,11,7,8,2024,13,QUILLECO,8,8309,BIOBÍO,QUILLECO,-37.027644,-72.039482,Grave,1,Tarde,25.156
1629747,2,5,8,2024,7,CASTRO,10,10201,LOS LAGOS,CASTRO,-42.368588,-73.739312,Sin lesionados,0,Mañana,11.601
1629754,10,6,8,2024,3,TOME,8,8111,BIOBÍO,TOMÉ,-36.73287,-72.765231,Leve,1,Madrugada,13.897
1629764,8,4,8,2024,8,RAUCO,7,7305,MAULE,RAUCO,-34.931978,-71.283167,Sin lesionados,0,Mañana,3.271
1629765,6,2,8,2024,18,CURACO DE VELEZ,10,10204,LOS LAGOS,CURACO DE VÉLEZ,-42.452293,-73.544489,Sin lesionados,0,Noche,4.49
1629767,5,1,8,2024,8,EL CARMEN,16,16104,ÑUBLE,EL CARMEN,-36.899895,-72.081348,Sin lesionados,0,Mañana,12.091
1629771,6,2,8,2024,17,YUNGAY,16,16109,ÑUBLE,YUNGAY,-37.123168,-71.861867,Sin lesionados,0,Tarde,14.846
1629773,9,5,8,2024,17,CURICO,7,7301,MAULE,CURICÓ,-34.964414,-71.258764,Sin lesionados,0,Tarde,3.052
1629774,10,6,8,2024,3,YUNGAY,16,16109,ÑUBLE,YUNGAY,-37.122479,-71.999159,Sin lesionados,1,Madrugada,14.025
1629775,31,3,7,2024,18,ARAUCO,8,8202,BIOBÍO,ARAUCO,-37.315192,-73.27191,Leve,0,Noche,8.226
1629794,10,6,8,2024,10,CURICO,7,7301,MAULE,CURICÓ,-35.000378,-71.23508,Sin lesionados,1,Mañana,1.176
1629800,14,7,7,2024,19,FUTALEUFU,10,10402,LOS LAGOS,FUTALEUFÚ,-43.23194,-71.92846,Sin lesionados,1,Noche,7.245
1629819,3,6,8,2024,10,FUTALEUFU,10,10402,LOS LAGOS,FUTALEUFÚ,-43.187893,-71.870012,Leve,1,Mañana,0.522
1629831,11,7,8,2024,21,CASABLANCA,5,5102,VALPARAÍSO,CASABLANCA,-33.185737,-71.544674,Fatal,1,Noche,12.328
1629836,21,7,7,2024,17,QUILPUE,5,5801,VALPARAÍSO,QUILPUÉ,-33.006081,-71.224462,Sin lesionados,1,Tarde,4.193
1629847,10,6,8,2024,19,RIO BUENO,14,14204,LOS RÍOS,RÍO BUENO,-40.304019,-72.8314,Fatal,1,Noche,10.647
1629849,11,7,8,2024,1,SAN JAVIER,7,7406,MAULE,SAN JAVIER,-35.589462,-71.928342,Leve,1,Madrugada,3.536
1629859,8,4,8,2024,18,COPIAPO,3,3101,ATACAMA,COPIAPÓ,-27.41304,-70.284811,Fatal,0,Noche,5.722
1629871,9,5,8,2024,12,MAULE,7,7105,MAULE,MAULE,-35.473564,-71.653737,Sin lesionados,0,Tarde,4.98
1629884,7,3,8,2024,5,CONSTITUCION,7,7102,MAULE,CONSTITUCIÓN,-35.488158,-72.225082,Sin lesionados,0,Madrugada,23.07
1629885,1,4,8,2024,17,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.576017,-71.323322,Leve,0,Tarde,20.609
1629893,11,7,8,2024,0,HUARA,1,1404,TARAPACÁ,HUARA,-19.566324,-69.953194,Fatal,1,Madrugada,51.467
1629895,10,6,8,2024,19,MAULE,7,7105,MAULE,MAULE,-35.337514,-71.561783,Fatal,1,Noche,10.7
1629909,7,3,8,2024,15,PUERTO VARAS,10,10109,LOS LAGOS,PUERTO VARAS,-41.3137,-73.010533,Sin lesionados,0,Tarde,1.718
1629910,7,3,8,2024,18,PUERTO VARAS,10,10109,LOS LAGOS,PUERTO VARAS,-41.325691,-73.088519,Sin lesionados,0,Noche,8.15
1629911,3,6,8,2024,8,ARAUCO,8,8202,BIOBÍO,ARAUCO,-37.247219,-73.290252,Sin lesionados,1,Mañana,2.457
1629913,7,3,8,2024,8,COCHAMO,10,10103,LOS LAGOS,COCHAMÓ,-41.23206,-72.491922,Sin lesionados,0,Mañana,32.198
1629914,12,1,8,2024,8,TEMUCO,9,9101,LA ARAUCANÍA,TEMUCO,-38.761801,-72.682703,Sin lesionados,0,Mañana,5.763
1629915,7,3,8,2024,21,COCHAMO,10,10103,LOS LAGOS,COCHAMÓ,-41.383993,-72.301796,Sin lesionados,0,Noche,12.721
1629916,8,4,8,2024,1,PUERTO VARAS,10,10109,LOS LAGOS,PUERTO VARAS,-41.33555,-72.990845,Sin lesionados,0,Madrugada,1.82
1629917,8,4,8,2024,8,LLANQUIHUE,10,10107,LOS LAGOS,LLANQUIHUE,-41.2797,-73.134401,Sin lesionados,0,Mañana,10.692
1629921,10,6,8,2024,11,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.593436,-73.241469,Sin lesionados,1,Mañana,21.612
1629923,9,5,8,2024,10,LLANQUIHUE,10,10107,LOS LAGOS,LLANQUIHUE,-41.192974,-73.068891,Sin lesionados,0,Mañana,6.863
1629935,5,1,8,2024,15,PUERTO OCTAY,10,10302,LOS LAGOS,PUERTO OCTAY,-40.834615,-72.868975,Sin lesionados,0,Tarde,15.377
1629939,12,1,8,2024,5,COLTAUCO,6,6104,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLTAUCO,-34.32122,-71.139401,Leve,0,Madrugada,8.164
1629940,11,7,8,2024,20,CASABLANCA,5,5102,VALPARAÍSO,CASABLANCA,-33.305747,-71.410609,Fatal,1,Noche,1.132
1629946,5,1,8,2024,8,ARAUCO,8,8202,BIOBÍO,ARAUCO,-37.247648,-73.24582,Leve,0,Mañana,6.367
1629953,5,1,8,2024,18,ARAUCO,8,8202,BIOBÍO,ARAUCO,-37.279859,-73.247967,Leve,0,Noche,6.963
1629963,12,1,8,2024,17,REQUINOA,6,6116,LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUÍNOA,-34.285032,-70.827127,Sin lesionados,0,Tarde,0.121
1629975,8,4,8,2024,22,COYHAIQUE,11,11101,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COIHAIQUE,-45.59102,-72.075511,Sin lesionados,0,Noche,2.537
1629977,9,5,8,2024,9,ARAUCO,8,8202,BIOBÍO,ARAUCO,-37.202515,-73.552212,Sin lesionados,0,Mañana,10.436
1629979,11,7,8,2024,14,RINCONADA,5,5303,VALPARAÍSO,RINCONADA,-32.837551,-70.68342,Sin lesionados,1,Tarde,7.735
1629987,9,5,8,2024,9,COYHAIQUE,11,11101,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COIHAIQUE,-45.516983,-72.105162,Leve,0,Mañana,5.806
1629988,8,4,8,2024,12,PUERTO OCTAY,10,10302,LOS LAGOS,PUERTO OCTAY,-40.882208,-72.89534,Leve,0,Tarde,10.09
1630017,12,1,8,2024,19,SAN ESTEBAN,5,5304,VALPARAÍSO,SAN ESTEBAN,-32.803267,-70.588473,Sin lesionados,0,Noche,2.95
1630032,9,5,8,2024,13,PURRANQUE,10,10303,LOS LAGOS,PURRANQUE,-40.964968,-73.178291,Sin lesionados,0,Tarde,6.029
1630035,11,7,8,2024,20,ARICA,15,15101,ARICA Y PARINACOTA,ARICA,-18.494208,-70.27381,Sin lesionados,1,Noche,4.054
1630036,8,4,8,2024,1,INDEPENDENCIA,13,13108,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,-33.415826,-70.678886,Sin lesionados,0,Madrugada,2.234
1630052,11,7,8,2024,11,TEMUCO,9,9101,LA ARAUCANÍA,TEMUCO,-38.725185,-72.631429,Leve,1,Mañana,1.405
1630054,12,1,8,2024,16,MAULE,7,7105,MAULE,MAULE,-35.447898,-71.643407,Sin lesionados,0,Tarde,2.264
1630075,5,1,8,2024,18,IQUIQUE,1,1101,TARAPACÁ,IQUIQUE,-20.587909,-70.182367,Leve,0,Noche,33.732
1630087,7,3,8,2024,20,CONCON,5,5103,VALPARAÍSO,CONCÓN,-32.923731,-71.501935,Leve,0,Noche,7.295
1630098,6,2,8,2024,4,RANCAGUA,6,6101,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,-34.221656,-70.777865,Fatal,0,Madrugada,5.267
1630104,9,5,8,2024,13,PADRE HURTADO,13,13604,METROPOLITANA DE SANTIAGO,PADRE HURTADO,-33.569598,-70.815696,Leve,0,Tarde,5.089
1630116,8,4,8,2024,21,RANCAGUA,6,6101,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,-34.130751,-70.728902,Grave,0,Noche,4.384
1630128,8,4,8,2024,9,CONSTITUCION,7,7102,MAULE,CONSTITUCIÓN,-35.605891,-71.807828,Sin lesionados,0,Mañana,6.572
1630139,16,2,7,2024,20,CHANARAL,3,3201,ATACAMA,CHAÑARAL,-26.352905,-70.539887,Leve,0,Noche,7.741
1630140,8,4,8,2024,16,TALTAL,2,2104,ANTOFAGASTA,TALTAL,-25.007027,-70.460723,Leve,0,Tarde,44.648
1630142,12,1,8,2024,13,LOTA,8,8106,BIOBÍO,LOTA,-37.124702,-73.16571,Leve,0,Tarde,3.941
1630144,12,1,8,2024,15,RIO CLARO,7,7108,MAULE,RÍO CLARO,-35.462608,-71.298729,Leve,0,Tarde,16.064
1630152,4,7,8,2024,11,VALLENAR,3,3301,ATACAMA,VALLENAR,-28.560704,-70.823766,Sin lesionados,1,Mañana,4.316
1630155,2,5,8,2024,12,VALLENAR,3,3301,ATACAMA,VALLENAR,-29.152765,-70.985473,Leve,0,Tarde,67.344
1630157,12,1,8,2024,8,LAMPA,13,13302,METROPOLITANA DE SANTIAGO,LAMPA,-33.230327,-70.787656,Leve,0,Mañana,9.697
1630159,3,6,8,2024,23,FREIRINA,3,3303,ATACAMA,FREIRINA,-28.510793,-71.094402,Sin lesionados,1,Noche,13.469
1630164,2,5,8,2024,11,VALLENAR,3,3301,ATACAMA,VALLENAR,-29.012181,-70.904011,Sin lesionados,0,Mañana,50.161
1630166,12,1,8,2024,7,RAUCO,7,7305,MAULE,RAUCO,-34.94961,-71.340685,Leve,0,Mañana,3.601
1630173,11,7,8,2024,1,CONCEPCION,8,8101,BIOBÍO,CONCEPCIÓN,-36.820431,-72.890379,Sin lesionados,1,Madrugada,12.566
1630180,11,7,8,2024,8,CONCEPCION,8,8101,BIOBÍO,CONCEPCIÓN,-36.830385,-72.920923,Sin lesionados,1,Mañana,9.999
1623497,21,5,6,2024,20,SAN PEDRO DE LA PAZ,8,8108,BIOBÍO,SAN PEDRO DE LA PAZ,-36.867553,-73.135669,Sin lesionados,0,Noche,3.094
1621890,23,7,6,2024,17,NIQUEN,16,16303,ÑUBLE,ÑIQUÉN,-36.446644,-71.765729,Leve,1,Tarde,17.455
1630197,9,5,8,2024,18,VICUNA,4,4106,COQUIMBO,VICUÑA,-30.038581,-70.721499,Leve,0,Noche,1.337
1630201,8,4,8,2024,10,NEGRETE,8,8307,BIOBÍO,NEGRETE,-37.571873,-72.585378,Grave,0,Mañana,10.792
1630204,11,7,8,2024,14,VICUNA,4,4106,COQUIMBO,VICUÑA,-30.00162,-70.850289,Leve,1,Tarde,13.633
1630206,1,4,8,2024,17,CHILLAN VIEJO,16,16103,ÑUBLE,CHILLÁN VIEJO,-36.633257,-72.189942,Sin lesionados,0,Tarde,5.54
1630207,6,2,8,2024,12,PANGUIPULLI,14,14108,LOS RÍOS,PANGUIPULLI,-39.57553,-72.296787,Leve,0,Tarde,8.233
1630216,12,1,8,2024,19,ANCUD,10,10202,LOS LAGOS,ANCUD,-41.846686,-73.725281,Sin lesionados,0,Noche,7.838
1630217,2,5,8,2024,16,PINTO,16,16106,ÑUBLE,PINTO,-36.914413,-71.463309,Leve,0,Tarde,52.058
1630219,11,7,8,2024,19,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.426021,-72.320452,Sin lesionados,1,Noche,4.816
1630220,2,5,8,2024,3,COIHUECO,16,16302,ÑUBLE,COIHUECO,-36.571747,-72.051045,Sin lesionados,0,Madrugada,4.829
1630222,9,5,8,2024,18,SAN ANTONIO,5,5601,VALPARAÍSO,SAN ANTONIO,-33.605763,-71.615495,Leve,0,Noche,1.951
1630225,12,1,8,2024,11,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.497505,-72.314292,Sin lesionados,0,Mañana,3.893
1630228,10,6,8,2024,8,NACIMIENTO,8,8306,BIOBÍO,NACIMIENTO,-37.373657,-72.825066,Leve,1,Mañana,15.9
1630230,9,5,8,2024,11,PADRE LAS CASAS,9,9112,LA ARAUCANÍA,PADRE LAS CASAS,-38.741975,-72.604623,Leve,0,Mañana,0.794
1630232,11,2,6,2024,8,PUDAHUEL,13,13124,METROPOLITANA DE SANTIAGO,PUDAHUEL,-33.437068,-70.824061,Sin lesionados,0,Mañana,6.883
1630235,10,6,8,2024,18,CASTRO,10,10201,LOS LAGOS,CASTRO,-42.422734,-73.752366,Sin lesionados,1,Noche,5.503
1630237,1,4,8,2024,12,CALAMA,2,2201,ANTOFAGASTA,CALAMA,-22.556444,-69.009611,Leve,0,Tarde,15.428
1630240,11,7,8,2024,10,CURACO DE VELEZ,10,10204,LOS LAGOS,CURACO DE VÉLEZ,-42.417562,-73.600064,Sin lesionados,1,Mañana,10.378
1630250,31,3,7,2024,22,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.427665,-72.888231,Leve,0,Noche,4.048
1630264,13,2,8,2024,14,YUMBEL,8,8313,BIOBÍO,YUMBEL,-37.017411,-72.553165,Fatal,0,Tarde,13.939
1630270,12,1,8,2024,15,ANTOFAGASTA,2,2101,ANTOFAGASTA,ANTOFAGASTA,-23.451193,-70.093397,Leve,0,Tarde,31.784
1625099,17,3,7,2024,15,LOS VILOS,4,4203,COQUIMBO,LOS VILOS,-32.112719,-71.506299,Fatal,0,Tarde,21.927
1630273,1,4,8,2024,19,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.336762,-72.960979,Leve,0,Noche,3.199
1630279,12,1,8,2024,20,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.533888,-71.397841,Leve,0,Noche,12.548
1630282,11,7,8,2024,21,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.594256,-71.383152,Fatal,1,Noche,17.186
1630286,11,7,8,2024,12,ANTOFAGASTA,2,2101,ANTOFAGASTA,ANTOFAGASTA,-23.757889,-70.438254,Grave,1,Tarde,10.817
1630339,6,2,8,2024,17,MAFIL,14,14105,LOS RÍOS,MÁFIL,-39.664702,-72.938624,Sin lesionados,0,Tarde,13.897
1630347,10,6,8,2024,19,ANGOL,9,9201,LA ARAUCANÍA,ANGOL,-37.815082,-72.669856,Leve,1,Noche,2.457
1630350,13,2,8,2024,18,TEMUCO,9,9101,LA ARAUCANÍA,TEMUCO,-38.764821,-72.737435,Leve,0,Noche,8.369
1630351,8,4,8,2024,6,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.183809,-70.646022,Sin lesionados,0,Mañana,3.792
1630353,6,2,8,2024,7,COLLIPULLI,9,9202,LA ARAUCANÍA,COLLIPULLI,-37.77845,-72.493052,Sin lesionados,0,Mañana,11.922
1630356,13,2,8,2024,1,VALDIVIA,14,14101,LOS RÍOS,VALDIVIA,-39.86928,-73.186697,Sin lesionados,0,Madrugada,6.179
1630359,13,2,8,2024,18,LOS SAUCES,9,9206,LA ARAUCANÍA,LOS SAUCES,-38.028752,-73.076654,Leve,0,Noche,1.11
1630368,11,7,8,2024,5,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.17646,-70.641973,Sin lesionados,1,Madrugada,4.633
1630370,11,7,8,2024,20,COLLIPULLI,9,9202,LA ARAUCANÍA,COLLIPULLI,-38.020003,-72.079715,Fatal,1,Noche,31.053
1630382,2,5,8,2024,1,CHEPICA,6,6302,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHÉPICA,-34.750345,-71.229676,Leve,0,Madrugada,10.274
1630385,24,3,7,2024,12,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.42924,-72.730557,Leve,0,Tarde,4.132
1630386,29,1,7,2024,5,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.396766,-72.676461,Sin lesionados,0,Madrugada,5.203
1630388,31,3,7,2024,15,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.396766,-72.676461,Sin lesionados,0,Tarde,5.203
1630390,2,5,8,2024,12,TILTIL,13,13303,METROPOLITANA DE SANTIAGO,TILTIL,-33.288412,-70.868818,Leve,0,Tarde,1.36
1630391,6,2,8,2024,21,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.13541,-70.918904,Leve,0,Noche,4.641
1630392,9,5,8,2024,7,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.125303,-70.923463,Leve,0,Mañana,4.234
1630393,10,6,8,2024,11,LAMPA,13,13302,METROPOLITANA DE SANTIAGO,LAMPA,-33.195032,-70.899043,Sin lesionados,1,Mañana,3.261
1630396,10,6,8,2024,19,MACHALI,6,6108,LIBERTADOR GENERAL BERNARDO O'HIGGINS,MACHALÍ,-34.194114,-70.651068,Leve,1,Noche,1.546
1630398,9,5,8,2024,18,VALLENAR,3,3301,ATACAMA,VALLENAR,-28.965698,-71.054625,Leve,0,Noche,51.022
1630399,7,3,8,2024,14,SANTA CRUZ,6,6310,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,-34.597176,-71.433835,Leve,0,Tarde,5.541
1630400,8,4,8,2024,17,PERALILLO,6,6307,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PERALILLO,-34.499541,-71.44446,Leve,0,Tarde,7.451
1630401,9,5,8,2024,13,PALMILLA,6,6306,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PALMILLA,-34.587464,-71.372225,Grave,0,Tarde,5.423
1630402,9,5,8,2024,9,TEODORO SCHMIDT,9,9117,LA ARAUCANÍA,TEODORO SCHMIDT,-39.090996,-73.181745,Sin lesionados,0,Mañana,9.663
1630405,1,4,8,2024,10,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.281839,-72.458327,Leve,0,Mañana,12.955
1630406,11,7,8,2024,5,SAAVEDRA,9,9116,LA ARAUCANÍA,SAAVEDRA,-38.811108,-73.400098,Grave,1,Madrugada,1.455
1630407,1,4,8,2024,19,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.396977,-72.352318,Sin lesionados,0,Noche,13.213
1630409,2,5,8,2024,13,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.463635,-72.983104,Sin lesionados,0,Tarde,1.267
1630410,2,5,8,2024,17,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.422363,-73.10821,Sin lesionados,0,Tarde,11.846
